Elevation,Slope,Aspect,Profile_curvature,Plan_Curvature,Vegetation,Lithology,Tmax,Tmin,Wind,Humidity,Solar,PrecipAcum3,PrecipAcum5,PrecipAcum7,PrecipAcum10,PrecipAcum15,PrecipAcum20,PrecipAcum30,Landslide
796.49,75.82,351.55,-0.0031,0.0454,3,1,27.96,20.99,0.9395,0.9276,16.70,44.30,74.02,103.73,148.43,223.81,299.04,447.43,1
808.09,76.41,354.69,-0.0043,0.0465,3,1,27.96,20.99,0.9395,0.9276,16.70,44.30,74.01,103.71,148.41,223.78,299.00,447.38,1
813.39,76.61,358.82,0.0058,0.0486,3,1,27.96,20.99,0.9396,0.9276,16.70,44.29,74.00,103.70,148.39,223.75,298.96,447.33,1
811.80,76.51,2.55,0.0029,0.0481,3,1,27.96,20.99,0.9396,0.9276,16.71,44.29,73.99,103.69,148.37,223.73,298.93,447.28,1
804.89,76.17,5.03,-0.0005,0.0465,3,1,27.95,20.99,0.9397,0.9276,16.71,44.28,73.98,103.68,148.35,223.70,298.89,447.23,1
795.47,75.64,5.99,-0.0022,0.0449,3,1,27.95,20.99,0.9398,0.9276,16.71,44.28,73.97,103.66,148.34,223.67,298.86,447.18,1
785.89,75.15,4.44,0.0115,0.0464,3,1,27.95,20.99,0.9398,0.9276,16.71,44.27,73.96,103.65,148.32,223.65,298.82,447.13,1
780.58,75.07,2.72,0.0129,0.0439,3,1,27.95,20.99,0.9399,0.9276,16.71,44.26,73.95,103.64,148.30,223.62,298.79,447.08,1
775.28,74.77,7.41,0.0105,0.0340,3,1,27.95,20.99,0.9400,0.9276,16.71,44.26,73.94,103.63,148.28,223.59,298.75,447.02,1
760.76,73.06,14.65,0.0047,0.0179,3,1,27.95,20.99,0.9400,0.9276,16.71,44.25,73.93,103.61,148.26,223.57,298.72,446.97,1
744.88,69.23,14.61,0.0066,-0.0034,3,1,27.95,20.99,0.9401,0.9276,16.71,44.25,73.92,103.60,148.25,223.54,298.68,446.92,1
826.08,77.42,353.50,-0.0191,0.0766,3,1,27.96,21.00,0.9390,0.9276,16.70,44.35,74.08,103.82,148.56,224.01,299.31,447.83,1
847.85,78.63,348.32,-0.0115,0.0841,3,1,27.96,21.00,0.9391,0.9276,16.70,44.34,74.08,103.81,148.55,223.98,299.27,447.78,1
868.00,79.29,352.14,0.0045,0.0933,3,1,27.96,20.99,0.9391,0.9276,16.70,44.33,74.07,103.80,148.53,223.96,299.24,447.73,1
879.53,79.33,357.60,0.0164,0.1023,3,1,27.96,20.99,0.9392,0.9276,16.70,44.33,74.06,103.79,148.51,223.93,299.20,447.67,1
880.98,78.76,3.12,0.0203,0.1097,3,1,27.96,20.99,0.9392,0.9276,16.70,44.32,74.05,103.77,148.49,223.90,299.17,447.62,1
873.39,77.59,4.66,0.0125,0.1093,3,1,27.96,20.99,0.9393,0.9276,16.70,44.32,74.04,103.76,148.48,223.88,299.13,447.57,1
871.04,75.55,4.41,0.0086,0.1068,3,1,27.96,20.99,0.9394,0.9276,16.70,44.31,74.03,103.75,148.46,223.85,299.10,447.52,1
872.17,71.90,358.43,0.0007,0.1081,3,1,27.96,20.99,0.9394,0.9276,16.70,44.31,74.02,103.74,148.44,223.82,299.06,447.47,1
890.22,67.52,349.39,-0.0032,0.1107,3,1,27.96,20.99,0.9395,0.9276,16.70,44.30,74.01,103.72,148.42,223.80,299.02,447.42,1
903.76,63.01,351.50,-0.0100,0.1113,3,1,27.96,20.99,0.9395,0.9276,16.70,44.30,74.00,103.71,148.40,223.77,298.99,447.37,1
909.70,60.41,357.48,0.0004,0.1114,3,1,27.96,20.99,0.9396,0.9276,16.71,44.29,73.99,103.70,148.38,223.75,298.95,447.32,1
907.69,61.75,3.51,-0.0003,0.1080,3,1,27.96,20.99,0.9397,0.9276,16.71,44.29,73.99,103.69,148.37,223.72,298.92,447.26,1
899.81,65.38,6.18,0.0005,0.1043,3,1,27.96,20.99,0.9397,0.9276,16.71,44.28,73.98,103.67,148.35,223.69,298.88,447.21,1
889.55,69.47,4.22,0.0059,0.1022,3,1,27.96,20.99,0.9398,0.9276,16.71,44.27,73.97,103.66,148.33,223.66,298.85,447.16,1
879.33,73.46,358.75,0.0169,0.1009,3,1,27.95,20.99,0.9399,0.9276,16.71,44.27,73.96,103.65,148.31,223.64,298.81,447.11,1
877.87,76.60,356.34,0.0133,0.0930,3,1,27.95,20.99,0.9399,0.9276,16.71,44.26,73.95,103.64,148.29,223.61,298.78,447.06,1
877.89,78.13,5.84,0.0038,0.0811,3,1,27.95,20.99,0.9400,0.9276,16.71,44.26,73.94,103.62,148.28,223.59,298.74,447.01,1
849.18,78.29,16.89,0.0021,0.0705,3,1,27.95,20.99,0.9400,0.9276,16.71,44.25,73.93,103.61,148.26,223.56,298.70,446.95,1
815.24,77.01,15.46,0.0169,0.0651,3,1,27.95,20.99,0.9401,0.9276,16.71,44.25,73.92,103.60,148.24,223.53,298.67,446.90,1
977.34,42.33,46.09,0.0729,0.1103,3,1,27.96,20.99,0.9393,0.9276,16.70,44.32,74.05,103.77,148.49,223.90,299.16,447.61,1
954.12,41.39,72.06,0.0776,0.0872,3,1,27.96,20.99,0.9393,0.9276,16.70,44.32,74.04,103.76,148.47,223.87,299.12,447.55,1
936.42,45.47,102.97,0.0539,0.0904,3,1,27.96,20.99,0.9394,0.9276,16.70,44.31,74.03,103.75,148.45,223.84,299.08,447.50,1
899.86,49.22,141.79,0.0199,0.1069,3,1,27.96,20.99,0.9394,0.9276,16.70,44.31,74.02,103.73,148.43,223.82,299.05,447.45,1
890.75,58.80,174.11,-0.0034,0.1224,3,1,27.96,20.99,0.9395,0.9276,16.70,44.30,74.01,103.72,148.42,223.79,299.02,447.40,1
882.35,65.38,178.24,-0.0107,0.1302,3,1,27.96,20.99,0.9396,0.9276,16.71,44.29,74.00,103.71,148.40,223.76,298.98,447.35,1
881.32,67.35,180.88,-0.0096,0.1263,3,1,27.96,20.99,0.9396,0.9276,16.71,44.29,73.99,103.69,148.38,223.74,298.94,447.30,1
883.17,66.43,183.34,-0.0034,0.1280,3,1,27.96,20.99,0.9397,0.9276,16.71,44.28,73.98,103.68,148.36,223.71,298.91,447.25,1
891.39,62.58,185.98,0.0043,0.1192,3,1,27.96,20.99,0.9398,0.9276,16.71,44.28,73.97,103.67,148.34,223.68,298.87,447.20,1
898.22,54.70,197.93,0.0338,0.0985,3,1,27.96,20.99,0.9398,0.9276,16.71,44.27,73.96,103.66,148.33,223.66,298.84,447.14,1
919.93,46.74,232.92,0.0673,0.0824,3,1,27.96,20.99,0.9399,0.9276,16.71,44.27,73.95,103.64,148.31,223.63,298.80,447.09,1
948.25,45.11,272.51,0.1200,0.0229,3,1,27.95,20.99,0.9399,0.9276,16.71,44.26,73.95,103.63,148.29,223.60,298.77,447.04,1
1004.46,46.12,223.19,-0.0014,0.0044,3,1,27.97,20.97,0.9451,0.9267,16.83,43.88,73.30,102.74,147.04,221.75,296.29,443.37,1
1030.04,45.86,221.91,0.0036,0.0102,3,1,27.97,20.97,0.9452,0.9267,16.83,43.87,73.29,102.72,147.02,221.72,296.25,443.32,1
1037.33,25.90,218.11,-0.0018,0.0066,3,1,27.97,20.97,0.9452,0.9267,16.83,43.86,73.28,102.71,147.00,221.69,296.22,443.26,1
1035.73,0.16,203.49,0.0087,0.0217,3,1,27.97,20.97,0.9453,0.9267,16.83,43.86,73.27,102.70,146.98,221.67,296.18,443.21,1
1033.45,9.05,45.24,0.0223,0.0454,3,1,27.97,20.97,0.9454,0.9267,16.83,43.85,73.27,102.69,146.96,221.64,296.15,443.16,1
1030.68,6.73,49.42,0.0225,0.0562,3,1,27.97,20.97,0.9454,0.9267,16.83,43.85,73.26,102.67,146.94,221.61,296.11,443.11,1
991.44,0.84,206.81,0.0000,0.0007,3,1,27.97,20.97,0.9450,0.9267,16.83,43.88,73.31,102.75,147.05,221.77,296.32,443.41,1
988.91,25.69,218.65,0.0002,0.0058,3,1,27.97,20.97,0.9451,0.9267,16.83,43.87,73.30,102.74,147.03,221.74,296.28,443.36,1
998.16,46.24,218.19,-0.0029,0.0032,3,1,27.97,20.97,0.9452,0.9267,16.83,43.87,73.29,102.72,147.01,221.72,296.25,443.31,1
1021.30,47.59,225.03,0.0012,0.0069,3,1,27.97,20.97,0.9452,0.9267,16.83,43.86,73.28,102.71,147.00,221.69,296.21,443.25,1
1037.05,25.89,233.03,-0.0012,0.0053,3,1,27.97,20.97,0.9453,0.9267,16.83,43.86,73.27,102.70,146.98,221.66,296.18,443.20,1
1035.03,4.05,66.51,0.0047,0.0178,3,1,27.97,20.97,0.9454,0.9267,16.83,43.85,73.26,102.68,146.96,221.63,296.14,443.15,1
1032.48,8.13,50.10,0.0250,0.0350,3,1,27.97,20.97,0.9455,0.9267,16.83,43.85,73.25,102.67,146.94,221.61,296.11,443.10,1
1029.06,7.51,43.91,0.0180,0.0431,3,1,27.97,20.97,0.9455,0.9267,16.83,43.84,73.25,102.66,146.92,221.58,296.07,443.05,1
1030.46,14.73,51.39,0.0141,0.0335,3,1,27.97,20.97,0.9456,0.9267,16.83,43.84,73.24,102.65,146.90,221.55,296.03,442.99,1
1024.23,44.90,55.60,0.0128,0.0250,3,1,27.97,20.97,0.9457,0.9267,16.84,43.83,73.23,102.63,146.89,221.53,296.00,442.94,1
994.70,4.95,228.23,-0.0081,-0.0113,3,1,27.97,20.97,0.9451,0.9267,16.83,43.88,73.31,102.75,147.05,221.76,296.31,443.40,1
992.43,2.53,45.21,-0.0013,0.0005,3,1,27.97,20.97,0.9451,0.9267,16.83,43.87,73.30,102.73,147.03,221.74,296.28,443.35,1
990.02,19.52,224.03,0.0021,0.0073,3,1,27.97,20.97,0.9452,0.9267,16.83,43.87,73.29,102.72,147.01,221.71,296.24,443.30,1
998.08,46.64,234.78,0.0007,0.0048,3,1,27.97,20.97,0.9453,0.9267,16.83,43.86,73.28,102.71,146.99,221.68,296.21,443.24,1
1030.46,45.27,238.21,0.0041,0.0088,3,1,27.97,20.97,0.9453,0.9267,16.83,43.86,73.27,102.69,146.98,221.66,296.17,443.19,1
1036.55,12.83,235.47,-0.0029,0.0032,3,1,27.97,20.97,0.9454,0.9267,16.83,43.85,73.26,102.68,146.96,221.63,296.14,443.14,1
1034.28,6.84,45.39,0.0055,0.0227,3,1,27.97,20.97,0.9455,0.9267,16.83,43.85,73.25,102.67,146.94,221.60,296.10,443.09,1
1034.39,8.00,53.62,0.0178,0.0378,3,1,27.97,20.97,0.9455,0.9267,16.83,43.84,73.24,102.66,146.92,221.58,296.06,443.04,1
1028.59,8.15,57.11,0.0138,0.0367,3,1,27.97,20.97,0.9456,0.9267,16.84,43.83,73.23,102.64,146.90,221.55,296.03,442.98,1
1028.70,22.56,48.81,0.0108,0.0300,3,1,27.97,20.97,0.9457,0.9267,16.84,43.83,73.23,102.63,146.88,221.52,295.99,442.93,1
1023.17,47.54,41.62,0.0040,0.0185,3,1,27.97,20.97,0.9458,0.9267,16.84,43.82,73.22,102.62,146.87,221.49,295.95,442.88,1
1004.66,63.73,43.49,-0.0034,0.0054,3,1,27.97,20.97,0.9458,0.9267,16.84,43.82,73.21,102.61,146.85,221.47,295.92,442.83,1
962.64,67.38,42.31,-0.0092,-0.0085,3,1,27.97,20.97,0.9459,0.9267,16.84,43.81,73.20,102.59,146.83,221.44,295.88,442.78,1
993.83,30.37,227.73,-0.0043,-0.0036,3,1,27.97,20.97,0.9451,0.9267,16.83,43.88,73.31,102.74,147.04,221.76,296.31,443.39,1
993.56,3.35,220.00,-0.0111,-0.0140,3,1,27.97,20.97,0.9452,0.9267,16.83,43.87,73.30,102.73,147.03,221.73,296.27,443.34,1
991.46,2.96,74.45,0.0004,0.0034,3,1,27.97,20.97,0.9452,0.9267,16.83,43.87,73.29,102.72,147.01,221.71,296.24,443.29,1
989.29,29.82,237.42,-0.0016,0.0038,3,1,27.97,20.97,0.9453,0.9267,16.83,43.86,73.28,102.71,146.99,221.68,296.20,443.23,1
1010.08,49.75,238.00,-0.0043,0.0024,3,1,27.97,20.97,0.9454,0.9267,16.83,43.86,73.27,102.69,146.97,221.65,296.17,443.18,1
1035.91,37.67,235.84,-0.0005,0.0034,3,1,27.97,20.97,0.9454,0.9267,16.83,43.85,73.26,102.68,146.95,221.63,296.13,443.13,1
1037.03,4.52,214.99,0.0021,0.0115,3,1,27.97,20.97,0.9455,0.9267,16.83,43.85,73.25,102.67,146.93,221.60,296.09,443.08,1
1032.54,7.65,63.73,0.0053,0.0255,3,1,27.97,20.97,0.9456,0.9267,16.84,43.84,73.24,102.65,146.92,221.57,296.06,443.03,1
1032.30,7.20,49.02,0.0112,0.0331,3,1,27.97,20.97,0.9456,0.9267,16.84,43.83,73.23,102.64,146.90,221.54,296.02,442.98,1
1029.52,9.03,47.01,0.0085,0.0316,3,1,27.97,20.97,0.9457,0.9267,16.84,43.83,73.22,102.63,146.88,221.52,295.99,442.92,1
1027.47,19.02,43.69,0.0022,0.0231,3,1,27.97,20.97,0.9458,0.9267,16.84,43.82,73.21,102.62,146.86,221.49,295.95,442.87,1
1024.18,46.28,46.04,-0.0012,0.0153,3,1,27.97,20.97,0.9458,0.9267,16.84,43.82,73.21,102.60,146.84,221.46,295.91,442.82,1
999.96,62.26,39.66,-0.0092,0.0012,3,1,27.97,20.97,0.9459,0.9267,16.84,43.81,73.20,102.59,146.83,221.44,295.88,442.77,1
969.85,67.13,31.11,-0.0115,-0.0087,3,1,27.97,20.97,0.9460,0.9267,16.84,43.81,73.19,102.58,146.81,221.41,295.84,442.72,1
941.67,67.01,27.83,-0.0246,-0.0230,3,1,27.97,20.97,0.9460,0.9267,16.84,43.80,73.18,102.56,146.79,221.38,295.80,442.66,1
917.34,61.15,20.00,-0.0230,-0.0245,3,1,27.97,20.97,0.9461,0.9267,16.84,43.79,73.17,102.55,146.77,221.35,295.77,442.61,1
978.09,40.75,231.04,0.0014,0.0086,3,1,27.98,20.97,0.9451,0.9267,16.83,43.88,73.31,102.74,147.04,221.76,296.30,443.38,1
995.39,26.22,231.25,-0.0052,-0.0077,3,1,27.97,20.97,0.9452,0.9267,16.83,43.87,73.30,102.73,147.02,221.73,296.27,443.33,1
993.54,1.80,93.71,-0.0062,-0.0075,3,1,27.97,20.97,0.9452,0.9267,16.83,43.87,73.29,102.72,147.01,221.70,296.23,443.28,1
990.30,5.83,229.79,-0.0021,0.0014,3,1,27.97,20.97,0.9453,0.9267,16.83,43.86,73.28,102.70,146.99,221.68,296.20,443.23,1
993.12,39.72,235.44,0.0015,0.0074,3,1,27.97,20.97,0.9454,0.9267,16.83,43.86,73.27,102.69,146.97,221.65,296.16,443.17,1
1018.86,49.58,237.62,-0.0007,0.0014,3,1,27.97,20.97,0.9454,0.9267,16.83,43.85,73.26,102.68,146.95,221.62,296.12,443.12,1
1037.63,26.55,237.35,0.0008,0.0058,3,1,27.97,20.97,0.9455,0.9267,16.84,43.84,73.25,102.67,146.93,221.60,296.09,443.07,1
1035.02,4.26,59.56,0.0032,0.0154,3,1,27.97,20.97,0.9456,0.9267,16.84,43.84,73.24,102.65,146.91,221.57,296.05,443.02,1
1033.50,6.71,48.78,0.0127,0.0225,3,1,27.97,20.97,0.9457,0.9267,16.84,43.83,73.23,102.64,146.90,221.54,296.02,442.97,1
1031.50,7.38,62.08,0.0123,0.0323,3,1,27.97,20.97,0.9457,0.9267,16.84,43.83,73.22,102.63,146.88,221.51,295.98,442.92,1
1029.99,6.54,55.33,0.0070,0.0299,3,1,27.97,20.97,0.9458,0.9267,16.84,43.82,73.21,102.61,146.86,221.49,295.94,442.86,1
1028.11,18.94,43.59,0.0074,0.0310,3,1,27.97,20.97,0.9459,0.9267,16.84,43.82,73.20,102.60,146.84,221.46,295.91,442.81,1
1025.09,41.73,34.62,0.0010,0.0227,3,1,27.97,20.97,0.9459,0.9267,16.84,43.81,73.19,102.59,146.82,221.43,295.87,442.76,1
1016.56,57.42,26.61,-0.0043,0.0110,3,1,27.97,20.97,0.9460,0.9267,16.84,43.80,73.18,102.57,146.80,221.40,295.84,442.71,1
999.43,65.93,24.69,-0.0162,-0.0043,3,1,27.97,20.97,0.9461,0.9266,16.84,43.80,73.18,102.56,146.79,221.38,295.80,442.65,1
971.31,68.49,18.05,-0.0139,-0.0135,3,1,27.97,20.97,0.9461,0.9266,16.84,43.79,73.17,102.55,146.77,221.35,295.76,442.60,1
958.83,66.15,7.51,-0.0145,-0.0209,3,1,27.97,20.97,0.9462,0.9266,16.85,43.79,73.16,102.54,146.75,221.32,295.73,442.55,1
954.32,56.61,4.15,-0.0282,-0.0183,3,1,27.97,20.97,0.9463,0.9266,16.85,43.78,73.15,102.52,146.73,221.30,295.69,442.50,1
962.02,32.85,237.23,0.0014,0.0108,3,1,27.98,20.97,0.9451,0.9267,16.83,43.88,73.30,102.74,147.04,221.75,296.30,443.37,1
983.06,39.11,242.91,-0.0008,0.0019,3,1,27.98,20.97,0.9452,0.9267,16.83,43.87,73.29,102.73,147.02,221.73,296.26,443.32,1
994.95,13.08,246.69,-0.0048,-0.0073,3,1,27.97,20.97,0.9453,0.9267,16.83,43.87,73.29,102.71,147.00,221.70,296.23,443.27,1
992.49,6.21,70.52,-0.0043,-0.0055,3,1,27.97,20.97,0.9453,0.9267,16.83,43.86,73.28,102.70,146.98,221.67,296.19,443.22,1
989.64,16.72,230.36,0.0013,0.0066,3,1,27.97,20.97,0.9454,0.9267,16.83,43.85,73.27,102.69,146.97,221.65,296.15,443.17,1
998.19,47.54,241.95,-0.0001,0.0027,3,1,27.97,20.97,0.9455,0.9267,16.83,43.85,73.26,102.68,146.95,221.62,296.12,443.11,1
1032.31,44.54,243.37,0.0010,0.0019,3,1,27.97,20.97,0.9455,0.9267,16.84,43.84,73.25,102.66,146.93,221.59,296.08,443.06,1
1036.57,9.45,241.95,0.0043,0.0104,3,1,27.97,20.97,0.9456,0.9267,16.84,43.84,73.24,102.65,146.91,221.56,296.05,443.01,1
1035.01,7.43,55.03,0.0052,0.0165,3,1,27.97,20.97,0.9457,0.9267,16.84,43.83,73.23,102.64,146.89,221.54,296.01,442.96,1
1032.47,7.82,59.91,0.0256,0.0123,3,1,27.97,20.97,0.9457,0.9267,16.84,43.83,73.22,102.62,146.88,221.51,295.98,442.91,1
1028.55,6.27,38.19,0.0044,0.0235,3,1,27.97,20.97,0.9458,0.9267,16.84,43.82,73.21,102.61,146.86,221.48,295.94,442.85,1
1029.50,6.77,36.81,0.0067,0.0290,3,1,27.97,20.97,0.9459,0.9267,16.84,43.82,73.20,102.60,146.84,221.46,295.90,442.80,1
1028.01,11.35,38.15,0.0044,0.0311,3,1,27.97,20.97,0.9460,0.9266,16.84,43.81,73.19,102.59,146.82,221.43,295.87,442.75,1
1025.87,23.19,27.02,0.0001,0.0266,3,1,27.97,20.97,0.9460,0.9266,16.84,43.80,73.18,102.57,146.80,221.40,295.83,442.70,1
1025.46,41.75,25.26,-0.0064,0.0158,3,1,27.97,20.97,0.9461,0.9266,16.84,43.80,73.17,102.56,146.78,221.37,295.79,442.64,1
1019.24,54.25,19.28,-0.0081,0.0018,3,1,27.97,20.97,0.9462,0.9266,16.85,43.79,73.16,102.55,146.76,221.35,295.76,442.59,1
1010.48,59.46,16.38,-0.0160,-0.0114,3,1,27.97,20.97,0.9462,0.9266,16.85,43.79,73.16,102.53,146.75,221.32,295.72,442.54,1
991.68,60.99,18.51,-0.0236,-0.0110,3,1,27.97,20.97,0.9463,0.9266,16.85,43.78,73.15,102.52,146.73,221.29,295.68,442.49,1
972.22,59.62,11.40,-0.0122,-0.0037,3,1,27.97,20.97,0.9464,0.9266,16.85,43.78,73.14,102.51,146.71,221.26,295.65,442.44,1
967.75,56.40,350.60,0.0122,0.0096,3,1,27.97,20.97,0.9464,0.9266,16.85,43.77,73.13,102.49,146.69,221.24,295.61,442.38,1
961.67,25.38,239.68,-0.0045,-0.0071,3,1,27.98,20.97,0.9451,0.9267,16.83,43.88,73.31,102.75,147.05,221.77,296.33,443.41,1
961.18,22.02,241.37,0.0014,0.0091,3,1,27.98,20.97,0.9451,0.9267,16.83,43.88,73.30,102.74,147.04,221.75,296.29,443.36,1
973.15,40.77,252.21,-0.0023,0.0068,3,1,27.98,20.97,0.9452,0.9267,16.83,43.87,73.29,102.72,147.02,221.72,296.26,443.31,1
995.69,27.98,253.86,-0.0011,-0.0023,3,1,27.98,20.97,0.9453,0.9267,16.83,43.86,73.28,102.71,147.00,221.70,296.22,443.26,1
993.53,5.66,73.21,-0.0018,-0.0067,3,1,27.97,20.97,0.9454,0.9267,16.83,43.86,73.27,102.70,146.98,221.67,296.18,443.21,1
990.32,2.00,93.24,-0.0006,0.0012,3,1,27.97,20.97,0.9454,0.9267,16.83,43.85,73.27,102.69,146.96,221.64,296.15,443.16,1
990.58,34.04,242.62,0.0031,0.0058,3,1,27.97,20.97,0.9455,0.9267,16.84,43.85,73.26,102.67,146.95,221.61,296.11,443.10,1
1014.79,50.64,244.22,0.0026,-0.0002,3,1,27.97,20.97,0.9456,0.9267,16.84,43.84,73.25,102.66,146.93,221.59,296.08,443.05,1
1038.42,31.54,243.73,0.0057,0.0065,3,1,27.97,20.97,0.9456,0.9267,16.84,43.84,73.24,102.65,146.91,221.56,296.04,443.00,1
1037.03,3.90,72.42,0.0067,0.0122,3,1,27.97,20.97,0.9457,0.9267,16.84,43.83,73.23,102.64,146.89,221.53,296.01,442.95,1
1033.02,7.54,45.10,0.0097,0.0197,3,1,27.97,20.97,0.9458,0.9267,16.84,43.83,73.22,102.62,146.87,221.51,295.97,442.90,1
1034.44,7.31,23.56,0.0107,0.0269,3,1,27.97,20.97,0.9458,0.9267,16.84,43.82,73.21,102.61,146.85,221.48,295.93,442.85,1
1031.50,8.23,28.96,0.0069,0.0261,3,1,27.97,20.97,0.9459,0.9266,16.84,43.81,73.20,102.60,146.84,221.45,295.90,442.79,1
1029.06,8.29,21.39,0.0035,0.0310,3,1,27.97,20.97,0.9460,0.9266,16.84,43.81,73.19,102.58,146.82,221.43,295.86,442.74,1
1030.48,7.56,25.75,0.0018,0.0350,3,1,27.97,20.97,0.9460,0.9266,16.84,43.80,73.18,102.57,146.80,221.40,295.83,442.69,1
1028.68,8.78,30.85,0.0024,0.0380,3,1,27.97,20.97,0.9461,0.9266,16.84,43.80,73.17,102.56,146.78,221.37,295.79,442.64,1
1028.05,16.43,23.87,-0.0006,0.0345,3,1,27.97,20.97,0.9462,0.9266,16.85,43.79,73.16,102.54,146.76,221.34,295.75,442.58,1
1025.88,30.69,21.84,-0.0055,0.0272,3,1,27.97,20.97,0.9462,0.9266,16.85,43.79,73.15,102.53,146.74,221.32,295.72,442.53,1
1023.67,45.44,19.57,-0.0107,0.0176,3,1,27.97,20.97,0.9463,0.9266,16.85,43.78,73.14,102.52,146.73,221.29,295.68,442.48,1
1018.75,53.28,10.61,-0.0172,0.0064,3,1,27.97,20.97,0.9464,0.9266,16.85,43.77,73.14,102.51,146.71,221.26,295.64,442.43,1
1017.16,54.22,358.44,-0.0081,0.0064,3,1,27.97,20.97,0.9465,0.9266,16.85,43.77,73.13,102.49,146.69,221.23,295.61,442.38,1
1019.65,47.02,337.56,0.0110,0.0187,3,1,27.97,20.97,0.9465,0.9266,16.85,43.76,73.12,102.48,146.67,221.21,295.57,442.32,1
1026.40,27.82,313.40,0.0254,0.0481,3,1,27.97,20.96,0.9466,0.9266,16.85,43.76,73.11,102.47,146.65,221.18,295.54,442.27,1
938.76,31.82,240.13,-0.0039,-0.0102,3,1,27.98,20.97,0.9450,0.9267,16.83,43.89,73.32,102.76,147.07,221.80,296.36,443.46,1
950.49,32.75,244.18,-0.0066,-0.0132,3,1,27.98,20.97,0.9451,0.9267,16.83,43.88,73.31,102.75,147.05,221.77,296.32,443.40,1
962.18,20.83,243.19,-0.0048,-0.0025,3,1,27.98,20.97,0.9452,0.9267,16.83,43.88,73.30,102.74,147.03,221.74,296.29,443.35,1
963.57,36.16,249.76,0.0031,0.0160,3,1,27.98,20.97,0.9452,0.9267,16.83,43.87,73.29,102.72,147.01,221.72,296.25,443.30,1
991.61,38.29,249.69,-0.0031,0.0012,3,1,27.98,20.97,0.9453,0.9267,16.83,43.86,73.28,102.71,147.00,221.69,296.21,443.25,1
995.02,5.11,232.49,-0.0042,-0.0087,3,1,27.98,20.97,0.9454,0.9267,16.83,43.86,73.27,102.70,146.98,221.66,296.18,443.20,1
992.48,7.43,61.64,0.0010,-0.0012,3,1,27.98,20.97,0.9454,0.9267,16.84,43.85,73.26,102.68,146.96,221.64,296.14,443.15,1
989.65,12.53,235.57,0.0038,0.0069,3,1,27.97,20.97,0.9455,0.9267,16.84,43.85,73.25,102.67,146.94,221.61,296.11,443.10,1
996.84,46.44,242.28,-0.0006,-0.0020,3,1,27.97,20.97,0.9456,0.9267,16.84,43.84,73.25,102.66,146.92,221.58,296.07,443.04,1
1031.21,46.81,238.55,0.0005,-0.0028,3,1,27.97,20.97,0.9456,0.9267,16.84,43.84,73.24,102.65,146.91,221.56,296.04,442.99,1
1037.72,16.75,221.07,0.0084,0.0093,3,1,27.97,20.97,0.9457,0.9267,16.84,43.83,73.23,102.63,146.89,221.53,296.00,442.94,1
1035.70,2.32,37.13,0.0083,0.0129,3,1,27.97,20.97,0.9458,0.9266,16.84,43.82,73.22,102.62,146.87,221.50,295.96,442.89,1
1034.34,5.36,31.00,0.0079,0.0196,3,1,27.97,20.97,0.9459,0.9266,16.84,43.82,73.21,102.61,146.85,221.48,295.93,442.84,1
1033.51,6.20,25.06,0.0028,0.0221,3,1,27.97,20.97,0.9459,0.9266,16.84,43.81,73.20,102.59,146.83,221.45,295.89,442.78,1
1034.45,7.01,28.31,0.0038,0.0281,3,1,27.97,20.97,0.9460,0.9266,16.84,43.81,73.19,102.58,146.82,221.42,295.86,442.73,1
1030.69,7.16,38.85,0.0051,0.0362,3,1,27.97,20.97,0.9461,0.9266,16.84,43.80,73.18,102.57,146.80,221.39,295.82,442.68,1
1028.53,6.54,16.81,0.0058,0.0398,3,1,27.97,20.97,0.9461,0.9266,16.85,43.80,73.17,102.56,146.78,221.37,295.78,442.63,1
1029.50,7.37,4.02,0.0020,0.0378,3,1,27.97,20.97,0.9462,0.9266,16.85,43.79,73.16,102.54,146.76,221.34,295.75,442.58,1
1030.01,8.79,9.87,0.0003,0.0354,3,1,27.97,20.97,0.9463,0.9266,16.85,43.79,73.15,102.53,146.74,221.31,295.71,442.52,1
1030.49,12.22,21.60,-0.0036,0.0283,3,1,27.97,20.97,0.9463,0.9266,16.85,43.78,73.14,102.52,146.72,221.29,295.67,442.47,1
1028.12,15.51,17.37,-0.0101,0.0185,3,1,27.97,20.97,0.9464,0.9266,16.85,43.77,73.13,102.50,146.71,221.26,295.64,442.42,1
1027.94,15.95,7.68,-0.0086,0.0082,3,1,27.97,20.97,0.9465,0.9266,16.85,43.77,73.12,102.49,146.69,221.23,295.60,442.37,1
1025.11,12.48,352.95,-0.0062,0.0079,3,1,27.97,20.97,0.9465,0.9266,16.85,43.76,73.12,102.48,146.67,221.20,295.57,442.31,1
1025.01,7.94,339.94,0.0155,0.0215,3,1,27.97,20.96,0.9466,0.9266,16.85,43.76,73.11,102.46,146.65,221.18,295.53,442.26,1
1025.01,4.70,6.67,0.0268,0.0425,3,1,27.97,20.96,0.9467,0.9266,16.85,43.75,73.10,102.45,146.63,221.15,295.49,442.21,1
1025.00,3.99,41.21,0.0429,0.0632,3,1,27.97,20.96,0.9468,0.9266,16.86,43.75,73.09,102.44,146.61,221.12,295.46,442.16,1
1025.06,15.00,58.41,0.0512,0.0730,3,1,27.97,20.96,0.9468,0.9266,16.86,43.74,73.08,102.43,146.59,221.09,295.42,442.10,1
