Elevation,Slope,Aspect,Profile_curvature,Plan_Curvature,Vegetation,Lithology,Tmax,Tmin,Wind,Humidity,Solar,PrecipAcum3,PrecipAcum5,PrecipAcum7,PrecipAcum10,PrecipAcum15,PrecipAcum20,PrecipAcum30,Landslide
714.50,21.57,351.74,-0.0045,-0.0916,3,5,27.98,21.02,0.9336,0.9281,16.61,44.83,74.89,104.94,150.14,226.35,302.42,452.35,1
715.01,26.07,351.09,-0.0080,-0.0974,3,5,27.98,21.02,0.9336,0.9281,16.61,44.83,74.88,104.93,150.12,226.33,302.39,452.30,1
715.73,31.87,345.40,-0.0064,-0.0988,3,5,27.98,21.02,0.9337,0.9281,16.61,44.82,74.87,104.92,150.11,226.30,302.36,452.26,1
720.94,40.76,339.83,-0.0093,-0.0954,3,5,27.98,21.02,0.9337,0.9281,16.61,44.82,74.86,104.91,150.09,226.28,302.33,452.21,1
727.03,50.08,342.20,0.0000,-0.0826,3,5,27.98,21.02,0.9338,0.9281,16.61,44.81,74.85,104.89,150.07,226.26,302.30,452.17,1
732.93,56.85,345.98,0.0094,-0.0708,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.85,104.88,150.06,226.23,302.27,452.12,1
737.65,60.03,351.03,0.0118,-0.0648,3,5,27.98,21.02,0.9339,0.9280,16.61,44.80,74.84,104.87,150.04,226.21,302.23,452.08,1
875.90,79.35,358.81,0.0103,0.0881,3,5,27.98,21.01,0.9349,0.9280,16.63,44.71,74.69,104.67,149.75,225.78,301.66,451.25,1
713.48,11.67,325.35,-0.0103,-0.0597,3,5,27.98,21.02,0.9333,0.9281,16.60,44.86,74.93,105.00,150.23,226.48,302.59,452.60,1
724.18,33.53,349.63,-0.0009,-0.0830,3,5,27.98,21.02,0.9335,0.9281,16.61,44.84,74.90,104.96,150.16,226.39,302.47,452.42,1
724.45,40.54,348.91,-0.0045,-0.0862,3,5,27.98,21.02,0.9335,0.9281,16.61,44.83,74.89,104.94,150.15,226.36,302.44,452.37,1
727.30,49.23,346.56,-0.0028,-0.0752,3,5,27.98,21.02,0.9336,0.9281,16.61,44.83,74.88,104.93,150.13,226.34,302.41,452.33,1
731.99,56.67,348.05,-0.0082,-0.0597,3,5,27.98,21.02,0.9336,0.9281,16.61,44.82,74.88,104.92,150.12,226.32,302.38,452.28,1
735.98,62.41,347.44,-0.0018,-0.0397,3,5,27.98,21.02,0.9337,0.9280,16.61,44.82,74.87,104.91,150.10,226.29,302.35,452.24,1
744.23,67.49,343.39,-0.0022,-0.0199,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.86,104.90,150.08,226.27,302.31,452.19,1
759.42,71.75,342.95,0.0036,0.0017,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.85,104.89,150.07,226.24,302.28,452.15,1
776.82,74.50,347.03,0.0112,0.0232,3,5,27.98,21.02,0.9339,0.9280,16.61,44.80,74.84,104.88,150.05,226.22,302.25,452.10,1
790.91,75.92,352.77,0.0205,0.0413,3,5,27.98,21.02,0.9339,0.9280,16.61,44.80,74.84,104.87,150.04,226.20,302.22,452.06,1
716.21,26.13,334.28,-0.0091,-0.0620,3,5,27.99,21.02,0.9333,0.9281,16.60,44.85,74.93,105.00,150.22,226.47,302.58,452.58,1
759.06,71.42,345.78,0.0048,0.0044,3,5,27.98,21.02,0.9336,0.9280,16.61,44.83,74.88,104.93,150.12,226.33,302.39,452.31,1
774.19,74.16,347.39,-0.0044,0.0246,3,5,27.98,21.02,0.9337,0.9280,16.61,44.82,74.87,104.92,150.11,226.30,302.36,452.26,1
790.83,75.83,348.55,0.0025,0.0464,3,5,27.98,21.02,0.9337,0.9280,16.61,44.82,74.86,104.91,150.09,226.28,302.33,452.22,1
810.38,77.22,345.01,0.0062,0.0628,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.86,104.90,150.08,226.26,302.30,452.17,1
842.99,78.49,342.77,0.0076,0.0704,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.85,104.89,150.06,226.24,302.27,452.13,1
875.45,78.89,347.14,0.0076,0.0746,3,5,27.98,21.02,0.9339,0.9280,16.61,44.80,74.84,104.87,150.04,226.21,302.24,452.08,1
731.75,42.02,330.77,-0.0154,-0.0720,3,5,27.99,21.02,0.9333,0.9281,16.60,44.85,74.92,104.99,150.21,226.46,302.57,452.55,1
767.83,72.25,338.78,0.0097,0.0052,3,5,27.98,21.02,0.9335,0.9280,16.61,44.84,74.90,104.96,150.16,226.39,302.47,452.42,1
792.23,75.75,343.51,0.0106,0.0306,3,5,27.98,21.02,0.9335,0.9280,16.61,44.83,74.89,104.95,150.15,226.36,302.44,452.37,1
815.58,77.55,345.63,0.0151,0.0570,3,5,27.98,21.02,0.9336,0.9280,16.61,44.83,74.88,104.93,150.13,226.34,302.41,452.33,1
843.47,78.48,346.28,0.0130,0.0764,3,5,27.98,21.02,0.9336,0.9280,16.61,44.82,74.88,104.92,150.12,226.32,302.38,452.28,1
869.85,78.65,348.37,0.0003,0.0894,3,5,27.98,21.02,0.9337,0.9280,16.61,44.82,74.87,104.91,150.10,226.29,302.35,452.24,1
894.30,77.56,352.28,0.0008,0.0968,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.86,104.90,150.09,226.27,302.32,452.19,1
911.05,74.50,348.25,0.0063,0.0996,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.85,104.89,150.07,226.25,302.29,452.15,1
949.05,69.26,334.37,0.0113,0.1037,3,5,27.98,21.02,0.9339,0.9280,16.61,44.80,74.84,104.88,150.05,226.22,302.26,452.10,1
981.11,57.71,332.11,0.0115,0.1090,3,5,27.98,21.02,0.9339,0.9280,16.61,44.80,74.84,104.87,150.04,226.20,302.22,452.06,1
745.61,64.02,327.00,0.0011,-0.0243,3,5,27.99,21.02,0.9334,0.9280,16.61,44.85,74.92,104.99,150.20,226.45,302.55,452.53,1
851.54,78.21,338.20,0.0219,0.0681,3,5,27.99,21.02,0.9335,0.9280,16.61,44.84,74.90,104.95,150.16,226.38,302.46,452.40,1
894.90,77.89,343.20,0.0193,0.0899,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.89,104.94,150.14,226.35,302.43,452.35,1
923.09,75.54,347.59,0.0138,0.0984,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.88,104.93,150.13,226.33,302.40,452.31,1
952.63,69.40,346.29,0.0144,0.1027,3,5,27.98,21.02,0.9337,0.9280,16.61,44.82,74.87,104.92,150.11,226.31,302.36,452.26,1
973.13,55.08,342.54,0.0002,0.1054,3,5,27.98,21.02,0.9337,0.9280,16.61,44.82,74.86,104.91,150.09,226.28,302.33,452.22,1
979.78,21.97,45.00,-0.0033,0.1059,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.86,104.90,150.08,226.26,302.30,452.17,1
951.98,46.77,149.76,0.0769,0.0479,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.85,104.89,150.06,226.24,302.27,452.13,1
935.63,66.08,178.21,0.0152,0.1302,3,5,27.98,21.02,0.9339,0.9280,16.61,44.80,74.84,104.87,150.05,226.21,302.24,452.08,1
929.54,73.16,178.61,0.0096,0.1465,3,5,27.98,21.02,0.9339,0.9280,16.62,44.80,74.83,104.86,150.03,226.19,302.21,452.04,1
795.46,76.01,327.09,0.0143,0.0347,3,5,27.99,21.02,0.9334,0.9280,16.61,44.85,74.92,104.98,150.20,226.44,302.54,452.51,1
977.48,42.72,329.19,0.0117,0.0970,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.88,104.94,150.13,226.34,302.41,452.33,1
975.60,37.57,147.76,0.0112,0.1056,3,5,27.99,21.02,0.9336,0.9280,16.61,44.82,74.88,104.93,150.12,226.32,302.38,452.29,1
944.09,65.53,160.18,0.0242,0.1221,3,5,27.99,21.02,0.9337,0.9280,16.61,44.82,74.87,104.91,150.10,226.30,302.35,452.24,1
922.12,72.94,170.18,0.0116,0.1317,3,5,27.99,21.02,0.9337,0.9280,16.61,44.81,74.86,104.90,150.09,226.27,302.32,452.20,1
907.71,75.42,166.35,0.0009,0.1392,3,5,27.98,21.02,0.9338,0.9280,16.61,44.81,74.85,104.89,150.07,226.25,302.29,452.15,1
877.58,75.65,163.28,-0.0058,0.1349,3,5,27.98,21.02,0.9339,0.9280,16.61,44.80,74.84,104.88,150.05,226.23,302.26,452.11,1
855.54,75.02,168.63,-0.0014,0.1272,3,5,27.98,21.02,0.9339,0.9280,16.62,44.80,74.84,104.87,150.04,226.20,302.23,452.06,1
841.11,74.98,172.38,0.0002,0.1205,3,5,27.98,21.02,0.9340,0.9280,16.62,44.80,74.83,104.86,150.02,226.18,302.20,452.02,1
883.05,77.91,327.59,0.0227,0.0705,3,5,27.99,21.02,0.9334,0.9280,16.61,44.85,74.91,104.97,150.19,226.43,302.52,452.49,1
947.72,73.01,329.28,0.0223,0.0850,3,5,27.99,21.02,0.9335,0.9280,16.61,44.84,74.90,104.96,150.17,226.40,302.49,452.44,1
975.19,35.57,358.50,0.0194,0.0963,3,5,27.99,21.02,0.9335,0.9280,16.61,44.84,74.90,104.95,150.16,226.38,302.46,452.40,1
945.93,59.62,151.71,0.0448,0.0932,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.89,104.94,150.14,226.36,302.43,452.35,1
922.27,72.46,165.28,0.0245,0.1261,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.88,104.93,150.13,226.33,302.40,452.31,1
900.84,75.65,161.69,0.0122,0.1345,3,5,27.99,21.02,0.9337,0.9280,16.61,44.82,74.87,104.92,150.11,226.31,302.37,452.26,1
865.64,76.00,159.66,0.0128,0.1245,3,5,27.99,21.02,0.9337,0.9280,16.61,44.82,74.86,104.91,150.10,226.29,302.34,452.22,1
838.54,75.27,165.25,0.0043,0.1056,3,5,27.99,21.02,0.9338,0.9280,16.61,44.81,74.86,104.90,150.08,226.26,302.31,452.17,1
822.30,74.62,166.13,-0.0030,0.0829,3,5,27.99,21.02,0.9338,0.9280,16.61,44.81,74.85,104.89,150.06,226.24,302.28,452.13,1
803.60,73.21,165.26,-0.0105,0.0573,3,5,27.99,21.02,0.9339,0.9280,16.62,44.80,74.84,104.88,150.05,226.22,302.24,452.08,1
790.90,71.12,168.23,-0.0060,0.0320,3,5,27.98,21.02,0.9339,0.9280,16.62,44.80,74.83,104.86,150.03,226.19,302.21,452.04,1
966.92,63.88,330.33,0.0291,0.0963,3,5,27.99,21.02,0.9334,0.9280,16.61,44.84,74.91,104.97,150.18,226.41,302.51,452.46,1
976.15,36.98,149.45,0.0853,0.0526,3,5,27.99,21.02,0.9335,0.9280,16.61,44.84,74.90,104.96,150.17,226.39,302.48,452.42,1
937.21,71.56,143.45,0.0239,0.1196,3,5,27.99,21.02,0.9335,0.9280,16.61,44.83,74.89,104.95,150.15,226.37,302.45,452.38,1
882.85,74.94,148.06,0.0308,0.1289,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.89,104.94,150.13,226.35,302.42,452.33,1
844.66,74.63,157.29,0.0173,0.1068,3,5,27.99,21.02,0.9336,0.9280,16.61,44.82,74.88,104.93,150.12,226.32,302.39,452.29,1
819.77,74.35,159.30,-0.0077,0.0690,3,5,27.99,21.02,0.9337,0.9280,16.61,44.82,74.87,104.92,150.10,226.30,302.36,452.24,1
794.84,73.57,158.71,-0.0046,0.0407,3,5,27.99,21.02,0.9337,0.9280,16.61,44.81,74.86,104.90,150.09,226.28,302.32,452.20,1
774.76,72.25,163.53,-0.0075,0.0100,3,5,27.99,21.02,0.9338,0.9280,16.61,44.81,74.85,104.89,150.07,226.25,302.29,452.15,1
762.96,71.60,166.05,-0.0103,-0.0189,3,5,27.99,21.02,0.9339,0.9280,16.62,44.81,74.85,104.88,150.06,226.23,302.26,452.11,1
914.67,74.46,147.05,0.0349,0.1146,3,5,27.99,21.02,0.9335,0.9280,16.61,44.84,74.90,104.95,150.16,226.38,302.46,452.40,1
863.31,76.05,145.58,0.0203,0.0986,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.89,104.94,150.14,226.36,302.43,452.35,1
817.32,74.33,147.60,0.0059,0.0620,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.88,104.93,150.13,226.34,302.40,452.31,1
786.63,72.02,153.01,-0.0075,0.0170,3,5,27.99,21.02,0.9337,0.9280,16.61,44.82,74.87,104.92,150.11,226.31,302.37,452.27,1
763.83,71.40,155.84,-0.0202,-0.0227,3,5,27.99,21.02,0.9337,0.9280,16.61,44.82,74.87,104.91,150.10,226.29,302.34,452.22,1
741.01,71.07,158.02,-0.0225,-0.0543,3,5,27.99,21.02,0.9338,0.9280,16.61,44.81,74.86,104.90,150.08,226.27,302.31,452.17,1
719.10,69.66,163.87,-0.0184,-0.0695,3,5,27.99,21.02,0.9338,0.9280,16.62,44.81,74.85,104.89,150.07,226.24,302.28,452.13,1
798.07,74.42,146.08,0.0044,0.0333,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.89,104.94,150.14,226.35,302.42,452.33,1
764.79,72.35,149.35,-0.0186,-0.0210,3,5,27.99,21.02,0.9336,0.9280,16.61,44.83,74.88,104.93,150.12,226.32,302.39,452.29,1
738.36,70.56,153.35,-0.0277,-0.0566,3,5,27.99,21.02,0.9337,0.9280,16.61,44.82,74.87,104.92,150.11,226.30,302.36,452.24,1
2644.80,2.23,351.27,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.85,392.30,0
2644.87,2.14,359.67,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.85,392.30,0
2643.99,3.27,306.05,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.86,392.31,0
2644.68,1.80,316.88,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.86,392.31,0
2644.95,0.99,330.79,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.85,392.30,0
2645.08,0.61,331.20,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.85,392.30,0
2645.18,0.38,328.84,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.08,260.84,392.29,0
2645.23,0.24,357.55,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.86,89.71,128.85,195.08,260.84,392.29,0
2645.20,0.42,33.34,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.15,63.86,89.70,128.84,195.08,260.84,392.28,0
2645.07,0.80,33.25,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2644.88,1.22,24.79,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2644.69,1.62,15.83,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2644.54,1.96,9.58,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.82,392.26,0
2644.41,2.26,8.75,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.83,195.06,260.82,392.26,0
2644.60,2.30,310.68,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.85,392.30,0
2645.00,0.66,313.81,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.85,392.30,0
2645.00,0.29,189.97,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.08,260.84,392.29,0
2645.00,0.66,182.27,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.15,63.86,89.71,128.85,195.08,260.84,392.29,0
2645.00,1.03,173.56,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.15,63.86,89.70,128.84,195.08,260.84,392.28,0
2645.00,1.31,177.63,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2645.00,1.27,179.54,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2645.00,0.88,183.54,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2645.00,0.25,198.70,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.82,392.26,0
2645.00,0.27,22.35,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.83,195.06,260.82,392.26,0
2645.00,0.49,6.05,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.83,195.06,260.82,392.25,0
2645.07,0.66,15.22,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.69,128.83,195.06,260.81,392.24,0
2643.87,4.58,321.30,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.85,392.30,0
2644.59,2.51,321.09,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.09,260.85,392.30,0
2645.00,0.76,312.78,0.0000,0.0000,1,3,27.48,20.19,1.0704,0.9137,18.96,38.15,63.87,89.71,128.85,195.08,260.85,392.29,0
2645.00,0.59,141.41,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.15,63.86,89.71,128.85,195.08,260.84,392.29,0
2644.57,0.44,232.32,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.15,63.86,89.70,128.84,195.08,260.84,392.28,0
2644.73,1.00,330.74,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2644.42,1.52,12.44,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2644.26,1.49,4.80,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2644.25,1.49,356.12,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.82,392.26,0
2644.39,1.51,347.50,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.83,195.06,260.82,392.25,0
2644.72,1.51,343.90,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.83,195.06,260.82,392.25,0
2645.00,1.03,29.87,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.69,128.83,195.06,260.81,392.24,0
2644.77,0.68,116.92,0.0000,0.0000,1,3,27.48,20.18,1.0706,0.9137,18.96,38.14,63.86,89.69,128.83,195.05,260.81,392.24,0
2645.00,1.14,166.51,0.0000,0.0000,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.85,89.69,128.83,195.05,260.80,392.23,0
2645.00,1.16,322.59,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.15,63.87,89.71,128.85,195.08,260.84,392.29,0
2644.95,1.18,348.87,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.15,63.86,89.70,128.84,195.08,260.84,392.28,0
2644.49,1.73,17.77,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.28,0
2644.38,4.14,324.31,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2646.00,8.63,333.05,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2646.05,12.07,354.08,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.82,392.26,0
2646.00,9.16,10.17,0.0000,0.0000,1,3,27.48,20.18,1.0706,0.9137,18.96,38.14,63.86,89.69,128.83,195.05,260.81,392.24,0
2646.00,6.01,26.96,0.0000,0.0000,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.85,89.69,128.83,195.05,260.80,392.23,0
2644.49,3.52,40.31,0.0000,0.0000,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.85,89.69,128.82,195.05,260.80,392.23,0
2644.23,1.76,11.88,0.0000,0.0000,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.85,89.69,128.82,195.05,260.80,392.22,0
2644.08,1.97,7.57,0.0000,0.0000,1,3,27.48,20.18,1.0707,0.9137,18.97,38.14,63.85,89.69,128.82,195.04,260.79,392.22,0
2644.79,3.64,324.70,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.28,0
2646.00,8.15,334.68,0.0000,0.0000,1,3,27.48,20.19,1.0705,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2646.04,11.89,353.99,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2646.11,11.91,337.27,0.0000,0.0000,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.84,195.07,260.83,392.27,0
2653.95,11.51,351.71,0.0000,-0.0024,1,3,27.48,20.18,1.0706,0.9137,18.96,38.14,63.86,89.70,128.83,195.06,260.82,392.25,0
2654.00,8.71,333.54,0.0000,-0.0043,1,3,27.48,20.18,1.0706,0.9137,18.96,38.14,63.86,89.69,128.83,195.06,260.81,392.24,0
2655.00,4.76,331.24,0.0000,-0.0061,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.86,89.69,128.83,195.05,260.81,392.24,0
2655.00,2.93,359.60,0.0000,-0.0072,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.85,89.69,128.82,195.05,260.80,392.23,0
2655.00,2.93,0.31,0.0000,-0.0074,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.85,89.69,128.82,195.05,260.80,392.23,0
2655.00,4.43,27.61,0.0000,-0.0066,1,3,27.48,20.18,1.0707,0.9137,18.97,38.14,63.85,89.69,128.82,195.05,260.80,392.22,0
2654.00,6.97,24.44,0.0000,-0.0051,1,3,27.48,20.18,1.0707,0.9137,18.97,38.14,63.85,89.69,128.82,195.04,260.79,392.22,0
2653.99,9.42,11.42,0.0000,-0.0035,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.69,128.82,195.04,260.79,392.21,0
2653.95,11.69,4.98,0.0000,-0.0018,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.68,128.82,195.04,260.79,392.21,0
2651.52,11.94,13.26,0.0000,0.0000,1,3,27.48,20.18,1.0708,0.9137,18.97,38.13,63.85,89.68,128.81,195.03,260.78,392.19,0
2653.89,11.80,336.97,0.0000,-0.0031,1,3,27.48,20.19,1.0706,0.9137,18.96,38.14,63.86,89.70,128.83,195.06,260.82,392.26,0
2654.00,8.40,332.21,-0.0005,-0.0097,1,3,27.48,20.18,1.0706,0.9137,18.96,38.14,63.86,89.70,128.83,195.06,260.82,392.25,0
2655.00,4.71,328.29,-0.0003,-0.0178,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.86,89.69,128.83,195.06,260.81,392.24,0
2655.00,4.70,337.43,-0.0001,-0.0265,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.86,89.69,128.83,195.05,260.81,392.24,0
2655.51,7.18,339.65,0.0005,-0.0351,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.85,89.69,128.82,195.05,260.80,392.23,0
2656.00,7.46,354.49,0.0008,-0.0424,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.85,89.69,128.82,195.05,260.80,392.23,0
2656.00,7.08,0.04,0.0010,-0.0468,1,3,27.48,20.18,1.0707,0.9137,18.97,38.14,63.85,89.69,128.82,195.05,260.80,392.22,0
2656.00,7.08,359.98,0.0010,-0.0476,1,3,27.48,20.18,1.0707,0.9137,18.97,38.14,63.85,89.69,128.82,195.04,260.79,392.22,0
2656.00,7.46,5.46,0.0007,-0.0449,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.69,128.82,195.04,260.79,392.21,0
2655.51,7.64,13.48,0.0004,-0.0390,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.68,128.82,195.04,260.79,392.21,0
2655.00,5.98,17.43,0.0003,-0.0313,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.68,128.81,195.04,260.78,392.20,0
2655.00,3.69,11.18,-0.0002,-0.0235,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.68,128.81,195.03,260.78,392.20,0
2655.00,2.93,0.14,-0.0003,-0.0162,1,3,27.48,20.18,1.0708,0.9137,18.97,38.13,63.85,89.68,128.81,195.03,260.77,392.19,0
2655.00,3.96,29.43,-0.0005,-0.0102,1,3,27.48,20.18,1.0708,0.9137,18.97,38.13,63.85,89.68,128.81,195.03,260.77,392.19,0
2654.00,5.31,25.34,0.0000,-0.0056,1,3,27.48,20.18,1.0709,0.9137,18.97,38.13,63.85,89.68,128.81,195.02,260.77,392.18,0
2655.00,5.74,328.30,-0.0020,-0.0323,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.86,89.69,128.83,195.06,260.81,392.24,0
2655.00,6.06,334.19,-0.0020,-0.0494,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.86,89.69,128.83,195.05,260.81,392.24,0
2656.00,7.20,345.34,-0.0011,-0.0687,1,3,27.48,20.18,1.0707,0.9137,18.96,38.14,63.85,89.69,128.83,195.05,260.80,392.23,0
2656.02,8.13,336.27,0.0000,-0.0877,1,3,27.48,20.18,1.0707,0.9137,18.97,38.14,63.85,89.69,128.82,195.05,260.80,392.23,0
2659.93,8.51,334.52,0.0020,-0.1035,1,3,27.48,20.18,1.0707,0.9137,18.97,38.14,63.85,89.69,128.82,195.05,260.80,392.22,0
2659.97,8.00,356.20,0.0045,-0.1150,1,3,27.48,20.18,1.0707,0.9137,18.97,38.14,63.85,89.69,128.82,195.04,260.79,392.22,0
2659.96,8.38,358.42,0.0056,-0.1214,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.69,128.82,195.04,260.79,392.21,0
2659.96,8.42,1.34,0.0055,-0.1227,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.68,128.82,195.04,260.79,392.21,0
2659.97,8.08,3.59,0.0046,-0.1189,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.68,128.81,195.04,260.78,392.20,0
2659.96,8.30,13.81,0.0023,-0.1108,1,3,27.48,20.18,1.0708,0.9137,18.97,38.14,63.85,89.68,128.81,195.03,260.78,392.20,0
2657.98,8.69,22.73,0.0005,-0.0994,1,3,27.48,20.18,1.0708,0.9137,18.97,38.13,63.85,89.68,128.81,195.03,260.77,392.19,0
